date,China,USA,Vietnam,Australia,Japan,HongKong,Singapore,Norway,Panama,Taiwan
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-08-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
2018-09-01,,,,,,,,,,
